ID,日本語名,英語名,タイプ,国,4軸,次数,接続先（上位5）,定義（100字）,追加接続先（手動入力）
SCS-0337,国家中心型CSR,State-Centric CSR,theory,CN,"官民関係, ガバナンス",2,社会的責任カテゴリー（CSCS）; 外国企業のCSCS適用,西洋の市場ベース・自発的CSRと異なり、中国では国家がトップダウンで規制・促進する。2006年会社法第5条が全企業に「社会的責任」を義務付け。,
SCS-0343,中国の信用情報ギャップ,Credit Gap in China,phenomenon,CN,データフロー,2,中国人民銀行個人信用情報データベース; 全国信用情報共有プラットフォーム,2014年初頭時点で中国人口14億人のうち信用記録を持つのは3.2億人（約23%）のみ。米国の85%と比較して著しく低い信用情報カバレッジ。,
SCS-0345,アリババEコマースデータ統合,Alibaba E-commerce Data Integration,mechanism,CN,"データフロー, 官民関係",2,実名登録; 芝麻信用,芝麻信用がアリババグループの3億人以上の実名登録ユーザーと3700万中小企業のEコマースデータを統合。淘宝・天猫の取引データとAlipay決済履歴を活用。,
SCS-0351,失信連合懲戒,Joint Disciplinary Action for Untrustworthiness,mechanism,CN,"インセンティブ設計, ガバナンス",2,連合懲戒; 失信被執行人合同懲戒協力覚書,重大な信用失墜者に対する複数機関による共同制裁。出国制限、不動産購入制限、航空機・高速鉄道利用制限、高級ホテル宿泊制限など。,
SCS-0353,信用模範選定制度,Exemplars of Creditworthiness Selection,mechanism,CN,"インセンティブ設計, 官民関係",2,信用格付け業界; 市場信用,行政機関、業界団体、商工会議所、メディアを通じた信用模範者の選定・公開推薦制度。良好な信用記録を持つ主体を社会的に顕彰。,
SCS-0363,SCSの3大機能,Three Major Functions of SCS,theory,CN,"インセンティブ設計, ガバナンス",2,アルゴリズムガバナンス; SCSの4つの目標,SCS公式青写真で想定された3つの主要機能：(1)金融信用格付けの提供・規制、(2)市場規制と社会ガバナンス、(3)国家が推奨する価値の促進。,
SCS-0366,半自動化過剰制裁,Semi-Automated Disproportionate Punishment,phenomenon,INTL,インセンティブ設計,2,アルゴリズムガバナンス; 罰則の比例性,SCSの固有の欠陥の一つ。アルゴリズムにより半自動的に課される、行為に対して不釣り合いに重い制裁。,
SCS-0380,内部統制メカニズム強化,Internal Control Mechanism Enhancement,mechanism,CN,"データフロー, ガバナンス",2,規制メカニズムとしてのSCS; アルゴリズムガバナンス,SCSが外部ガバナンス環境として機能し、情報透明性向上を通じて企業のガバナンス構造を改善。資金管理と株主監督の有効性向上により非効率投資を制限。,
SCS-0381,連合懲戒抑止効果,Joint Punishment Deterrence Effect,mechanism,CN,インセンティブ設計,2,連合懲戒; ブラックリスト,過剰投資による業績悪化や資金繰り破綻等の不誠実行為が発覚した場合、連合懲戒システムがブラックリスト登載で抑止力を発揮。株主監督のインセンティブを刺激。,
SCS-0392,誠信（道徳的基盤）,Chengxin (Sincerity) as Moral Foundation,theory,CN,ガバナンス,2,社会誠信; 誠信,道徳建設の根本としての誠信。SCSの理念的・道徳的基盤を提供。2001年人民日報で言及。,
SCS-0395,日本における第三者スコアリングへの抵抗,Japanese Resistance to Third-Party Scoring,phenomenon,JP,官民関係,2,芝麻信用; 日本における規制遵守文化,日本の一般消費者が第三者から点数をつけられる（スコアリングされる）ことを過度に嫌う傾向。中国の芝麻信用普及とは対照的。,
SCS-0401,シュタージ監視の遺産,Stasi Surveillance Legacy,phenomenon,EU,"データフロー, ガバナンス",2,国家監視インフラ; ドイツ情報自己決定権,東ドイツ秘密警察による市民監視の経験。郵便の検閲、住居捜索、盗聴、拷問を行い、友人関係から性的習慣まで詳細な記録を保持。この経験がドイツのデータ保護強化につながった。,
SCS-0404,栄成市信用実験,Rongcheng City Credit Experiment,mechanism,CN,"インセンティブ設計, ガバナンス",2,睢寧県実験; 栄成モデル都市,2013年に山東省栄成市で実施された地方信用スコア実験。全住民に開始時1000点を付与し行動評価で増減。現在は不参加を選択可能で、論争的基準も撤廃。「情報収集員」が紙とペンで不正行為を記録するローテク,
SCS-0405,中国の伝言ゲーム効果,Chinese Telephone Game Effect,phenomenon,INTL,ガバナンス,2,社会信用システム; 芝麻信用,芝麻信用（セサミ・クレジット）が政府の社会信用システムと混同され、誤解が拡散した現象。アリババの民間サービスと国家制度が区別されずに報道され、ディストピア的イメージが形成された。,
SCS-0408,EU AI法の社会信用禁止,EU AI Act Social Credit Ban,policy,EU,ガバナンス,2,社会信用システム; EU AI規則ソーシャル・スコアリング禁止,EUが制定を進めるAI法における社会信用システム禁止規定。加盟国および民間企業による社会信用システムの導入を禁止する予定だが、「本質的には不明瞭な領域を禁じている」との批判がある。,
SCS-0417,政策誘導ツール,Policy Channeling Tool,theory,CN,"官民関係, ガバナンス",2,CSCSの行動変容ポテンシャル; SCS-0634,CSCSを通じて党が企業行動に社会的・政治的価値を課す仕組み。認められる寄付やボランティアサービスの種類を制限することで、党国家が好む方向に企業行動を形成する。,
SCS-0422,ドイツ賃貸信用情報,German Tenant Credit Information,mechanism,EU,"データフロー, インセンティブ設計",2,SCHUFA信用情報機関; 全国信用情報共有プラットフォーム,賃貸市場での信用情報利用。2023年の賃貸市場成長に伴いSCHUFAの個人顧客売上に貢献。入居審査における信用力証明サービスを提供。,
SCS-0424,米国三大信用情報機関,Big Three Credit Bureaus,actor,US,"データフロー, 官民関係",2,情報提供者-CRA-利用者エコシステム; FICOスコア（米国信用スコア）,米国の3大全国信用報告機関：Experian（旧TRW）、TransUnion、Equifax（旧Retail Credit Co.）。ほぼすべての成人アメリカ人がこれら3機関に信用ファイルを持つ。,
SCS-0428,情報提供者-CRA-利用者エコシステム,Furnisher-CRA-User Ecosystem,mechanism,US,"データフロー, 官民関係",2,全国信用情報共有プラットフォーム; 米国三大信用情報機関,FCRAが定義する3者関係。情報提供者（Furnisher）は信用情報をCRAに提供し、利用者（User）は消費者評価のためにレポートを要求。消費者は個人としての権利を持つ。,
SCS-0433,中国人民銀行個人信用情報データベース,People's Bank Personal Credit Information Database,data_system,CN,データフロー,2,百行征信; 中国の信用情報ギャップ,2004年に設立された個人向け信用評価基盤。クレジットヒストリーを収集し金融機関の融資審査に提供。2015年末時点で人口カバー率35%と限定的だった。,
SCS-0435,FICOスコアXD,FICO Score XD,mechanism,US,"データフロー, インセンティブ設計",2,芝麻信用; FICOスコア（米国信用スコア）,クレジットカードを持っていない人にもスコアを与える目的で作られた米国のクレジットスコア。携帯電話料金や公共料金の支払い履歴などに基づいて信用を評価。芝麻信用のモデルとなった。,
